ID,Posted_date,Job Title from List,Job Title,Job Type,Company,Country,Location,Hard Skills,Soft Skills,Languages,Salary Info,Source
565,01/28/2025,unknown,Service Delivery Manager,Work,Octobank,Uzbekistan,Tashkent,"Confluence, JIRA","Communication, Problem-Solving, Teamwork, Leadership, Adaptability, Self-Motivation",,,hh.uz
566,01/17/2025,unknown,Backend developer,Work,Xususiy Bandlik Agentligi DMC,Uzbekistan,Tashkent,"Docker, Git, Linux, MySQL, SQL","Teamwork, Analytical Thinking, Problem-Solving",,,hh.uz
567,02/01/2025,unknown,Senior DevOps of an Internet project,Intern,3205.team,Uzbekistan,Tashkent,"Ansible, Docker, Grafana, Istio, Linux, MySQL, Nginx, PostgreSQL, Prometheus, Terraform","Teamwork, Communication",,,hh.uz
568,01/06/2025,unknown,System administrator,Work,Kash APP,Uzbekistan,Tashkent,N/A,"Stress resistance, Sociability, Analytical mindset","Russian C1, Uzbek C1",,hh.uz
569,01/07/2025,unknown,Middle Flutter Software Engineer,Work,United IT Company,Uzbekistan,Tashkent,"Android Studio, Dart, Flutter, Git, GitHub, JIRA, Notion, Xcode","Creativity, Initiative",Uzbek,12500000.0,hh.uz
570,01/06/2025,unknown,Business analytics,Work,«UZUM TECHNOLOGIES».,Uzbekistan,Tashkent,"Confluence, Figma, JIRA","Problem-Solving, Adaptability, Teamwork, Self-Motivation","Russian C1, Uzbek",,hh.uz
571,01/27/2025,unknown,1C Senior Programmer,Work,ROODELL,Uzbekistan,Tashkent,"Assembly, Git",,"Russian, Uzbek",,hh.uz
572,02/01/2025,unknown,IT-support,Work,Bolter,Uzbekistan,Tashkent,Excel,"Problem-solving, Communication, Adaptability, Teamwork",,,hh.uz
573,01/17/2025,unknown,Unix Engineer,Work,Infosistemy Dzhet,Uzbekistan,Tashkent,N/A,Teamwork,Uzbek,,hh.uz
574,01/10/2025,unknown,Junior Product Manager - cloud solutions for business,Work,CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,Uzbekistan,Tashkent,"Confluence, JIRA","Communication, Problem-Solving, Adaptability, Teamwork, Self-Motivation",Uzbek,,hh.uz
575,01/19/2025,unknown,Middle DevOps,Work,ONLINE COSMETIC,Uzbekistan,Tashkent,"AWS, Ansible, Azure, Bash, Chef, CircleCI, Docker, GitLab CI/CD, Grafana, Jenkins, Kubernetes, Linux, Prometheus, Puppet, Python, SQL, Scala, Terraform, Visual Studio",,"English B2, Russian C1, Uzbek C1",26000000.0,hh.uz
576,01/07/2025,unknown,Product manager B2B,Work,ANOR BANK,Uzbekistan,Tashkent,N/A,"Analytical skills, Problem-Solving","Russian C1, Uzbek C1",,hh.uz
577,01/22/2025,unknown,"IT Specialist, Import Letters of Credit Department",Work,Natsional'nyj bank vneshneekonomicheskoj dejatel'nosti Respubliki Uzbekistana,Uzbekistan,Tashkent,"CSS, JavaScript, Oracle, Pandas, PostgreSQL, Python, SQL, Selenium","Teamwork, Adaptability, Self-Motivation",Uzbek,,hh.uz
578,01/14/2025,unknown,Graphic Designer Senior,Work,«UZUM TECHNOLOGIES».,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Figma","Teamwork, Adaptability, Creative Thinking","Russian C1, Uzbek",,hh.uz
579,01/21/2025,unknown,Product Manager with construction education,Work,GET EKSPERTS REKRUTMENT,Uzbekistan,Samarkand,N/A,"Analytical Thinking, Communication, Strategic Planning, Creative Thinking, Problem-Solving, Adaptability, Leadership","English, Russian, Uzbek",,hh.uz
580,01/07/2025,unknown,Project manager,Work,AVO.UZ,Uzbekistan,Tashkent,N/A,,,,hh.uz
581,01/10/2025,unknown,Web designer,Work,Vades group,Uzbekistan,Tashkent,"CSS, Figma","Teamwork, Attention to detail, Adaptability, Multitasking",Uzbek,15000000.0,hh.uz
582,02/02/2025,unknown,Support specialist at Yandex.Taxi with knowledge of English and Russian languages,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Samarkand,N/A,"Problem-Solving, Teamwork, Adaptability, Decision-Making","English B2, Russian C1",,hh.uz
583,01/15/2025,unknown,Specialist in Climate Change and Sustainability Services Department,Work,EY Uzbekistan,Uzbekistan,Tashkent,"Excel, Word","Critical Thinking, Analytical Thinking, Problem-Solving, Self-Motivation","English, Russian, Uzbek",,hh.uz
584,01/30/2025,unknown,HR-analytics,Work,Korzinka (Anglesey food),Uzbekistan,Tashkent,"Excel, Power BI, Tableau","Analytical Thinking, Problem-Solving","English B1, Russian C2, Uzbek B2",,hh.uz
585,01/14/2025,unknown,Systems Analyst,Work,APEX BANK,Uzbekistan,Tashkent,"Insomnia, RabbitMQ, SQL",Analytical thinking,,,hh.uz
586,01/31/2025,unknown,ETL/Data Engineer Expert,Work,COSCOM TM Ucell,Uzbekistan,Tashkent,"Git, Hadoop, Java, Oracle, Python, SQL, Scala, Spark","Teamwork, Communication","English, Russian",,hh.uz
587,01/07/2025,unknown,Chief Strategy Officer,Work,Navoijskij gorno-metallurgicheskij kombinat,Uzbekistan,Tashkent,N/A,"Problem-Solving, Adaptability, Leadership, Communication, Negotiation","English, Uzbek",,hh.uz
588,01/17/2025,unknown,Business analytics,Work,Octobank,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving, Teamwork, Communication, Adaptability",Russian,,hh.uz
589,01/15/2025,unknown,Payroll specialist,Work,"«Coca-Cola Ichimligi Uzbekiston, Ltd»",Uzbekistan,Tashkent,"Excel, SAP","Problem-solving, Time management, Business communication, Interpersonal skills, Multitasking, Analytical skills","English C2, Russian C2, Uzbek C1, Turkish",,hh.uz
590,02/02/2025,unknown,Product Manager,Work,BM Electronics ( «GOODS AND SERVICES IMPEX»),Uzbekistan,Tashkent,N/A,"Negotiation, Leadership, Analytical Thinking, Problem-Solving","English, Uzbek",,hh.uz
591,01/13/2025,unknown,Head of Information Security,Work,CONSORT TAS,Uzbekistan,Tashkent,Splunk,"Leadership, Problem-Solving, Teamwork, Communication, Adaptability","English B2, Russian B2, Uzbek B2",,hh.uz
592,01/06/2025,unknown,Business analytics,Work,Xususiy Bandlik Agentligi DMC,Uzbekistan,Tashkent,"Excel, SQL","Communication, Analytical Thinking, Problem-Solving, Leadership","English, Russian, Uzbek",,hh.uz
593,02/02/2025,unknown,Python Programs,Work,Lesta Igry,Uzbekistan,Tashkent,"MySQL, Python, SQL",,,,hh.uz
594,,unknown,Information SecurityTech Writer,Work,CLICK,Uzbekistan,Tashkent,N/A,,,,hh.uz
595,01/23/2025,unknown,"Product Manager, ESG Division",Work,CLICK,Uzbekistan,Tashkent,"Confluence, JIRA, Trello","Communication, Problem-Solving, Teamwork, Adaptability","English, Russian, Uzbek",,hh.uz
596,02/02/2025,unknown,Data Analyst Supply Chain,Work,Korzinka (Anglesey food),Uzbekistan,Tashkent,N/A,,,,hh.uz
597,01/10/2025,unknown,Product manager Mobile bank,Work,Octobank,Uzbekistan,Tashkent,N/A,"Problem-Solving, Leadership, Adaptability",,,hh.uz
598,01/31/2025,unknown,Product / Project Manager Online Contributions,Work,HamkorBank,Uzbekistan,Tashkent,JIRA,"Problem-Solving, Leadership, Teamwork, Adaptability",Uzbek,,hh.uz
599,01/27/2025,unknown,Senior Product Owner online microloan,Work,HamkorBank,Uzbekistan,Tashkent,N/A,"Problem-Solving, Leadership, Communication, Adaptability",Russian,,hh.uz
600,01/07/2025,unknown,Senior JavaScript Developer,Work,FULL STACK SOLUTION,Uzbekistan,Tashkent,"Git, TypeScript","Teamwork, Adaptability",Uzbek,,hh.uz
601,01/07/2025,unknown,Team Lead Back-End Python,Work,Tsentr razvitija IT- znanij,Uzbekistan,Tashkent,"Django, Docker, FastAPI, Flask, PostgreSQL, Python, RabbitMQ",,"English, Russian, Uzbek",,hh.uz
602,01/29/2025,unknown,Application Support Admin DevOps,Work,TBC,Uzbekistan,Tashkent,"Docker, Git, Grafana, Kubernetes, Linux, Oracle, Prometheus, SQL","Problem-Solving, Leadership, Communication, Adaptability, Teamwork, Attention to Detail, Stress coping skills","English, Uzbek",,hh.uz
603,01/21/2025,unknown,Product Manager,Work,COSCOM TM Ucell,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving",,,hh.uz
604,01/22/2025,unknown,Contract Department Assistant,Work,UET CONSTRUCTION,Uzbekistan,Tashkent,"Excel, Word","Analytical Thinking, Critical Thinking, Leadership, Communication, Time Management, Adaptability, Multitasking","English, Russian",,hh.uz
605,01/27/2025,unknown,Methodologist,Work,Veolia Energy Tashkent,Uzbekistan,Tashkent,N/A,,,,hh.uz
606,01/07/2025,unknown,Technical writer,Work,Uzum Market,Uzbekistan,Tashkent,N/A,"Adaptability, Problem-Solving, Teamwork",Uzbek,,hh.uz
607,01/20/2025,unknown,PHP developer MiddleSenior,Work,Solutions Lab,Uzbekistan,Tashkent,"Git, Laravel, MySQL, PHP, PHP7, PostgreSQL, RabbitMQ, SQL",,Russian,,hh.uz
608,01/21/2025,unknown,Head of Network Infrastructure Support Department,Work,Asakabank,Uzbekistan,Tashkent,N/A,"Problem-Solving, Analytical Thinking, Strategic Thinking, Communication, Leadership",,,hh.uz
609,01/14/2025,unknown,Business Analyst NSM,Work,Navoijskij gorno-metallurgicheskij kombinat,Uzbekistan,Tashkent,"PowerPoint, SQL","Problem-Solving, Communication, Teamwork, Adaptability, Analytical Thinking",Russian C2,,hh.uz
610,01/20/2025,unknown,Information Security Specialist,Work,Universal Mobile Systems ( TM Mobiuz ),Uzbekistan,Tashkent,Linux,,"Russian B2, Uzbek C2",,hh.uz
611,01/31/2025,unknown,Senior PHP/Laravel Developer,Work,Variant Retail Finance,Uzbekistan,Tashkent,"CSS, Docker, Git, JIRA, JavaScript, Laravel, Linux, MySQL, PHP, PostgreSQL, SQL","Teamwork, Adaptability, Self-Motivation",Uzbek,30000000.0,hh.uz
612,01/13/2025,unknown,Financial Analyst,Work,FE “Indorama Agro”,Uzbekistan,Tashkent,Excel,"Communication, Analytical Thinking",English,10500000.0,hh.uz
613,01/11/2025,unknown,Art director,Work,DAS MARKETING,Uzbekistan,Tashkent,N/A,,,,hh.uz
614,01/29/2025,unknown,Project manager,Work,ONLINE COSMETIC,Uzbekistan,Tashkent,"Asana, Confluence, JIRA, Trello","Teamwork, Communication, Negotiation, Adaptability, Problem-Solving, Leadership, Change Management, Strategic Management, Delegation","English B2, Russian C1, Uzbek C1",6500000.0,hh.uz
615,01/17/2025,unknown,UE Technical Artist / Unreal Engine 5 Technical Artist,Work,CLAPPER-HEADS,Uzbekistan,Tashkent,Unreal Engine,,,,hh.uz
616,01/09/2025,unknown,Leading Fire Safety Specialist,Work,UNITEL LLC,Uzbekistan,Tashkent,"Excel, PowerPoint, Word",,"English, Uzbek",,hh.uz
617,01/21/2025,unknown,"ERP specialist based on 1C Samarkand, Nurabad district",Work,CEMIX,Uzbekistan,Samarkand,"Excel, SQL, Word","Analytical skills, Problem-solving, Communication skills, Project coordination",Uzbek,,hh.uz
618,01/22/2025,unknown,Business Analyst Wealth Management Domain,Work,Itransition,Uzbekistan,Tashkent,"Confluence, JIRA, SalesForce","Communication, Problem-Solving",English,,hh.uz
619,02/02/2025,unknown,Technical support specialist,Work,Ehtirom Plus Microfinance Organization,Uzbekistan,Tashkent,"Assembly, CSS, JavaScript, Windows Server",Business communication,,,hh.uz
620,01/28/2025,unknown,Support specialist at Yandex.Taxi with knowledge of English and Russian languages,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Fergana,N/A,"Problem-Solving, Teamwork, Adaptability, Decision-Making","English B2, Russian C1",,hh.uz
621,01/28/2025,unknown,Support specialist at Yandex.Taxi with knowledge of English and Russian languages,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Bukhara,N/A,"Problem-Solving, Teamwork, Adaptability, Self-Motivation","English B2, Russian C1",,hh.uz
622,01/29/2025,unknown,Process Technologist Head of Corporate Management,Work,ROODELL,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving, Teamwork, Strategic Thinking, Business communication, Organizational skills, Adaptability","Russian, Uzbek",,hh.uz
623,01/13/2025,unknown,Leading Software Testing Specialist,Work,UNITEL LLC,Uzbekistan,Tashkent,N/A,,"English B2, Russian C2",,hh.uz
624,01/31/2025,unknown,Product Manager Product Manager,Work,Shreya Life Sciences Pvt. Ltd,Uzbekistan,Tashkent,N/A,Purposefulness,Uzbek,,hh.uz
625,01/07/2025,unknown,Accountant-consultant for the development of ABS for a microfinance organization,Work,ABSCOM,Uzbekistan,Tashkent,N/A,"Teamwork, Attention to detail, Responsibility",Uzbek,6500000.0,hh.uz
626,01/15/2025,unknown,Business analytics,Work,Octobank,Uzbekistan,Tashkent,"Confluence, JIRA","Teamwork, Analytical mindset, Readiness for change","English B2, Russian C2, Uzbek",,hh.uz
627,01/24/2025,unknown,Senior Product Manager Premium products,Work,PAYME,Uzbekistan,Tashkent,N/A,"Analytical skills, Teamwork, Communication","English, Uzbek",,hh.uz
628,01/21/2025,unknown,Medical Device Product Manager / Medical Device Product Manager,Work,AVIKON TEX,Uzbekistan,Tashkent,N/A,,,,hh.uz
629,01/15/2025,unknown,1C Middle Programmer,Work,Pervyj Bit,Uzbekistan,Tashkent,N/A,"Communication, Independence, Problem-Solving",,39000000.0,hh.uz
630,02/01/2025,unknown,Senior PHP Laravel Programmer,Work,OOO ICAN IT GROUP,Uzbekistan,Tashkent,"Git, GitHub, JIRA, Laravel, PHP, PostgreSQL, SQL",,"English B1, Russian B1, Uzbek B1",,hh.uz
631,02/02/2025,unknown,New Product Development Manager,Work,AQUA PRODUCTS,Uzbekistan,Tashkent,"Excel, PowerPoint, Word","Communication skills, Teamwork, Stress resistance, Responsibility",Russian,,hh.uz
632,02/02/2025,unknown,Data Engineer,Work,Korzinka (Anglesey food),Uzbekistan,Tashkent,"AWS, Airflow, Apache, Apache Airflow, Azure, ClickHouse, GCP, Python, SAP, SQL",,"English, Russian, Uzbek",,hh.uz
633,01/13/2025,unknown,ML Engineer NLP Chat Bot for Help Desk,Work,InFinBank,Uzbekistan,Tashkent,"Git, PyTorch, Python, TensorFlow, Word","Teamwork, Problem-Solving, Adaptability","English, Russian C2, Uzbek",,hh.uz
634,01/29/2025,unknown,Business Analyst,Work,TOO ASBIS Kazahstan,Uzbekistan,Tashkent,"Figma, Swagger","Communication, Teamwork, Problem-Solving, Adaptability",,,hh.uz
635,01/07/2025,unknown,Sales Analyst,Work,ANOR BANK,Uzbekistan,Tashkent,"Excel, Superset","Perseverance, Attention to detail","Russian C1, Uzbek C1",,hh.uz
636,01/31/2025,unknown,Node.js backend developer,Work,3205.team,Uzbekistan,Tashkent,"Docker, JavaScript, NestJS, Node.js, PHP, Python, React, TypeScript","Teamwork, Adaptability",,13000000.0,hh.uz
637,01/16/2025,unknown,Strong middle QA Engineer java automation,Work,"Person Hunters,",Uzbekistan,Tashkent,"Git, Java, SQL","Adaptability, Teamwork",Uzbek,,hh.uz
638,01/21/2025,unknown,Voice support specialist for drivers with knowledge of Uzbek and Russian languages,Work,Jandeks,Uzbekistan,Namangan,N/A,"Problem-Solving, Teamwork, Adaptability, Self-Motivation, Negotiation","Russian B2, Uzbek C1",,hh.uz
639,01/07/2025,unknown,"Head of Business Analytics Department, DKSI",Work,Natsional'nyj bank vneshneekonomicheskoj dejatel'nosti Respubliki Uzbekistana,Uzbekistan,Tashkent,N/A,,,25000000.0,hh.uz
640,01/31/2025,unknown,Product manager - cloud solutions for business in the office,Work,CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,Uzbekistan,Tashkent,"Confluence, JIRA","Problem-Solving, Leadership, Communication, Teamwork, Adaptability, Self-Motivation",Uzbek,,hh.uz
641,01/17/2025,unknown,Payment Equipment Support Specialist,Work,Octobank,Uzbekistan,Tashkent,N/A,,"Russian, Uzbek",,hh.uz
642,01/31/2025,unknown,Product manager with medical education,Work,PRO-STAFF,Uzbekistan,Tashkent,N/A,Communication,"Russian C1, Uzbek B2",22750000.0,hh.uz
643,01/13/2025,unknown,Senior Unreal Engine C Developer / Programmer,Work,CLAPPER-HEADS,Uzbekistan,Tashkent,Unreal Engine,"Teamwork, Problem-Solving, Adaptability, Logical Thinking",,,hh.uz
644,01/22/2025,unknown,Processing Center Support Specialist,Work,Octobank,Uzbekistan,Tashkent,"Confluence, JIRA, Linux, Oracle, SQL","Teamwork, Problem-Solving","English, Russian",,hh.uz
645,01/10/2025,unknown,Odoo Analyst,Work,Itransition,Uzbekistan,Tashkent,"Confluence, Excel, JIRA, SQL","Communication, Adaptability",English,,hh.uz
646,01/25/2025,unknown,System analyst,Work,PAYME,Uzbekistan,Tashkent,"Excel, SQL","Communication, Teamwork, Analytical Thinking, Problem-Solving, Adaptability","English, Russian, Uzbek",,hh.uz
647,01/29/2025,unknown,IT Project Manager,Work,Variant Retail Finance,Uzbekistan,Tashkent,"Confluence, JIRA","Problem-Solving, Teamwork, Leadership, Communication, Adaptability","Russian C2, Uzbek",,hh.uz
648,01/28/2025,unknown,Software Functional Testing Trainee,Trainee,EPAM Uzbekistan,Uzbekistan,Tashkent,N/A,Communication,English B1,,hh.uz
649,01/16/2025,unknown,Team Lead IT Auditor,Work,AKB Tenge Bank,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving","English B1, Russian C2, Uzbek",,hh.uz
650,01/10/2025,unknown,Customer Experience Methodologist,Work,AVO.UZ,Uzbekistan,Tashkent,N/A,,"Russian C2, Uzbek C2",,hh.uz
651,01/10/2025,unknown,Customer Experience Methodologist,Work,AVO.UZ,Uzbekistan,Tashkent,N/A,,"Russian C2, Uzbek C2",,hh.uz
652,01/07/2025,unknown,Solution Architect Chief Specialist,Work,Asakabank,Uzbekistan,Tashkent,"Docker, Java, Kubernetes, OpenShift, Python, SQL","Analytical Thinking, Communication, Problem-Solving, Leadership",,,hh.uz
653,02/03/2025,unknown,Head of IT Support Team L1,Work,Korzinka (Anglesey food),Uzbekistan,Tashkent,N/A,"Leadership, Communication, Analytical thinking, Problem-Solving",Uzbek,,hh.uz
654,01/15/2025,unknown,Pre-sales engineer/technical support specialist with knowledge of English,Work,TrueConf,Uzbekistan,Tashkent,Linux,"Communication, Problem-Solving, Teamwork","English B1, Russian",,hh.uz
655,01/28/2025,unknown,Support specialist at Yandex.Taxi with knowledge of English and Russian languages,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Tashkent,N/A,"Problem-Solving, Teamwork, Adaptability, Self-Motivation","English B2, Russian C1",,hh.uz
656,01/06/2025,unknown,Leading Software Specialist of the TPIS Department of DIT,Work,Natsional'nyj bank vneshneekonomicheskoj dejatel'nosti Respubliki Uzbekistana,Uzbekistan,Tashkent,SQL,"Teamwork, Problem-Solving, Adaptability, Self-Motivation, Communication, Analytical Thinking","English, Uzbek",,hh.uz
657,01/07/2025,unknown,Systems Analyst Middle/Middle,Work,SMART BANK,Uzbekistan,Tashkent,"JIRA, SQL","Analytical Thinking, Interpersonal Communication, Teamwork","English, Russian, Uzbek",,hh.uz
658,01/06/2025,unknown,Scoring Model Developer-Analyst,Work,Natsional'nyj bank vneshneekonomicheskoj dejatel'nosti Respubliki Uzbekistana,Uzbekistan,Tashkent,"Excel, PowerPoint, Python, R, SQL","Problem-Solving, Teamwork, Adaptability","English, Russian, Uzbek",,hh.uz
659,01/15/2025,unknown,IT Project Manager,Work,TBC,Uzbekistan,Tashkent,N/A,"Problem-Solving, Leadership, Communication, Teamwork, Adaptability, Self-Motivation, Analytical Thinking","English C1, Russian C1",,hh.uz
660,02/02/2025,unknown,Technical support operator,Work,International Monitoring Group,Uzbekistan,Tashkent,"Excel, Word","Teamwork, Communication, Analytical Thinking, Problem-Solving","Russian C2, Uzbek C2",5750000.0,hh.uz
661,01/29/2025,unknown,SAP BI Analyst,Work,Orient Group Management,Uzbekistan,Tashkent,"Excel, SAP","Problem-Solving, Analytical Thinking, System analysis, Business analysis",English,,hh.uz
662,01/07/2025,unknown,IT Monitoring and Access Specialist,Work,AVO.UZ,Uzbekistan,Tashkent,"Apache, Azure, Bash, Docker, Linux, Prometheus, SSH","Problem-Solving, Teamwork",Uzbek,,hh.uz
663,02/02/2025,unknown,Technical support specialist,Work,Simtech Development,Uzbekistan,Tashkent,CSS,"Problem-Solving, Communication, Responsibility, Adaptability, Customer Focus, Stress Resistance","English B2, Russian C1",,hh.uz
664,02/02/2025,unknown,Methodologist of the Department of Digital Lending for Small Businesses,Work,Kapitalbank,Uzbekistan,Tashkent,N/A,,,,hh.uz
665,01/10/2025,unknown,Business Analyst IT departament,Work,Xalq Banki,Uzbekistan,Tashkent,"Excel, SQL","Analytical Thinking, Problem-Solving, Communication, Teamwork, Adaptability","English, Russian",,hh.uz
666,01/23/2025,unknown,Senior Java Developer,Work,OCTO,Uzbekistan,Tashkent,"Git, Gradle, JIRA, Java, SQL, Spring","Teamwork, Analytical Thinking, Problem-Solving, Adaptability","English, Russian",,hh.uz
667,01/14/2025,unknown,Implementation engineer,Work,BPS Innovatsionnye Programmnye Reshenija,Uzbekistan,Tashkent,"Java, Linux, Oracle, SQL",,"English, Russian",,hh.uz
668,01/23/2025,unknown,Systems Engineer,Work,FULL STACK SOLUTION,Uzbekistan,Tashkent,"Linux, Oracle","Problem-Solving, Teamwork, Communication","English, Uzbek",,hh.uz
669,01/21/2025,unknown,Technical writer,Work,«UZUM TECHNOLOGIES».,Uzbekistan,Tashkent,"Confluence, JIRA","Communication, Problem-Solving, Adaptability",Uzbek,,hh.uz
670,01/31/2025,unknown,BI Analytics,Work,«UZUM TECHNOLOGIES».,Uzbekistan,Tashkent,"Airflow, Apache, Apache Airflow, Git, Oracle, Power BI, Python, SQL","Analytical Thinking, Teamwork, Communication, Problem-Solving",Uzbek,,hh.uz
671,01/07/2025,unknown,Product owner B2B,Work,PAYME,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving, Communication, Teamwork, Adaptability","English, Uzbek",,hh.uz
672,01/09/2025,unknown,Project manager,Work,Agat Credit (OOO MicroFin),Uzbekistan,Tashkent,SQL,"Problem-Solving, Analytical Thinking",,,hh.uz
673,01/04/2025,unknown,Product manager with a background in Fintech,Work,CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,Uzbekistan,Tashkent,SQL,"Communication, Problem-Solving, Leadership, Teamwork, Adaptability","English A1, Uzbek",,hh.uz
674,01/27/2025,unknown,1C Project Manager,Work,Pervyj Bit,Uzbekistan,Tashkent,Combine,"Problem-Solving, Teamwork, Adaptability, Self-Motivation",,32500000.0,hh.uz
675,01/16/2025,unknown,Product Manager ICL,Work,PAYME,Uzbekistan,Tashkent,N/A,"Problem-Solving, Analytical Thinking, Communication, Teamwork","English, Uzbek",,hh.uz
676,01/16/2025,unknown,Service Specialist ASAKA/ANDIZHAN,Work,Antal International Tashkent Xususiy Bandlik Agentligi,Uzbekistan,Andijan,Assembly,"Communication, Adaptability, Self-Motivation",English,,hh.uz
677,01/21/2025,unknown,Technical support specialist,Work,ANCOR Uzbekistan,Uzbekistan,Tashkent,Excel,Communication,"English, Russian, Uzbek",,hh.uz
678,01/31/2025,unknown,Industrial climber,Work,RENAISSANCE PERFECTLY ENGINEERING,Uzbekistan,Tashkent,N/A,,,,hh.uz
679,01/21/2025,unknown,System Analyst ABS Uzum Bank,Work,«UZUM TECHNOLOGIES».,Uzbekistan,Tashkent,SQL,"Analytical Thinking, Problem-Solving",Uzbek,,hh.uz
680,01/13/2025,unknown,Bitrix24 Implementer,Work,Pervyj Bit,Uzbekistan,Tashkent,N/A,"Teamwork, Adaptability, Self-Motivation",,26000000.0,hh.uz
681,01/28/2025,unknown,QA Engineer Middle/Senior in the office,Work,CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,Uzbekistan,Tashkent,"JIRA, Java, Jenkins, Kotlin, Swift","Analytical Thinking, Problem-Solving, Teamwork","English B2, Russian C2, Uzbek",,hh.uz
682,02/02/2025,unknown,Master of upholstered furniture,Work,WOOD-MAX-PLUS,Uzbekistan,Tashkent,N/A,Teamwork,,,hh.uz
683,01/28/2025,unknown,Support specialist at Yandex.Taxi with knowledge of English and Russian languages,Work,Servisy Ekoma i Rajdteha,Uzbekistan,Namangan,N/A,"Problem-Solving, Teamwork, Adaptability, Self-Motivation","English B2, Russian C1",,hh.uz
684,01/06/2025,unknown,Head of IT Technical Support Department,Work,Uzum Market,Uzbekistan,Tashkent,N/A,"Leadership, Negotiation, Adaptability, Self-Motivation",Russian C2,,hh.uz
685,02/01/2025,unknown,Product Manager Server Hardware,Work,NAGTECH,Uzbekistan,Tashkent,N/A,"Teamwork, Negotiation, Communication","English, Uzbek",,hh.uz
686,01/19/2025,unknown,Technical writer,Work,OLAN HIGH TECH PROJECT,Uzbekistan,Tashkent,"Confluence, JIRA","Communication, Attention to Detail, Adaptability, Problem-Solving","English, Russian, Uzbek",,hh.uz
687,01/17/2025,unknown,"IT technical support specialist from Manzherok, Gorno-Altaysk",Work,Energija Neftegazovogo Servisa,Uzbekistan,Tashkent,Linux,"Stress resistance, Multitasking, Sociability, Business communication",,,hh.uz
688,01/10/2025,unknown,Android Developer,Work,Octobank,Uzbekistan,Tashkent,"Java, Kotlin",,,,hh.uz
689,01/28/2025,unknown,Software Functional Testing Trainee,Trainee,EPAM Uzbekistan,Uzbekistan,Samarkand,N/A,Communication,English B1,,hh.uz
690,01/08/2025,unknown,Systems Analyst,Work,PAYNET,Uzbekistan,Tashkent,N/A,,,,hh.uz
691,01/13/2025,unknown,Health and Safety Engineer,Work,"«Coca-Cola Ichimligi Uzbekiston, Ltd»",Uzbekistan,Tashkent,Excel,,"English C1, Russian C1, Uzbek C1, Turkish",,hh.uz
692,01/21/2025,unknown,DevOps Engineer,Work,COSCOM TM Ucell,Uzbekistan,Tashkent,"Ansible, Bash, Docker, Git, Grafana, Helm, Jenkins, Kubernetes, Linux, MySQL, Nginx, PostgreSQL, Prometheus, Python, SQL, Shell","Organization of the work process, Teamwork, Problem-Solving",,,hh.uz
693,01/08/2025,unknown,Technical support operator,Work,ChP KULIEV ABDUVAXOB,Uzbekistan,Samarkand,"Excel, Word","Problem-Solving, Communication, Adaptability, Ability to learn","Russian, Uzbek",4250000.0,hh.uz
694,01/13/2025,unknown,Scoring Analyst,Work,PAYNET,Uzbekistan,Tashkent,"Confluence, Excel, JIRA, Power BI, Python, Qlik Sense, SQL, Superset, Unity","Teamwork, Self-Motivation",Uzbek,,hh.uz
695,01/29/2025,unknown,Head of Partnership and Transaction Products Department Mobile Bank,Work,Octobank,Uzbekistan,Tashkent,N/A,"Problem-Solving, Leadership, Adaptability, Teamwork, Analytical Thinking",,,hh.uz
696,02/02/2025,unknown,Leading specialist in the distance learning and methodology sector,Work,Kapitalbank,Uzbekistan,Tashkent,PowerPoint,"Analytical Thinking, Teamwork, Communication, Adaptability, Problem-Solving",Uzbek,,hh.uz
697,01/31/2025,unknown,Business analytics,Work,Kapitalbank,Uzbekistan,Tashkent,"Excel, Power BI, SQL, Tableau","Analytical Thinking, Problem-Solving, Communication, Adaptability",Uzbek,,hh.uz
698,01/20/2025,unknown,Network Engineer,Work,FULL STACK SOLUTION,Uzbekistan,Tashkent,Linux,"Communication, Problem-Solving, Teamwork",Uzbek,,hh.uz
699,01/07/2025,unknown,Senior iOS Developer,Work,FULL STACK SOLUTION,Uzbekistan,Tashkent,"Combine, Git, Swift, SwiftUI, iOS SDK","Teamwork, Communication, Problem-Solving, Leadership",Uzbek,,hh.uz
700,01/15/2025,unknown,Senior iOS Developer,Work,PAYME,Uzbekistan,Tashkent,"Bash, Swift, iOS SDK","Problem-Solving, Teamwork, Leadership, Adaptability",English,,hh.uz
